1.0000000000,0.0020129681,0.0000000000,0.0080108643,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3.0000000000,0.0000000000,0.0153419971,0.0020103455,0.0021288395,0.0000000000,0.0000000000,0.0000000000,0.0080373287
7.0000000000,0.0080459118,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0080831051,0.0080795288,0.0020420551
15.0000000000,0.0020160675,0.0000000000,0.0080842972,0.0080380440,0.0101864338,0.0021116734,0.0021092892,0.0000000000
31.0000000000,0.0080199242,0.0156202316,0.0020649433,0.0020790100,0.0000000000,0.0000000000,0.0000000000,0.0100331306
63.0000000000,0.0020158291,0.0000000000,0.0080409050,0.0080180168,0.0100307465,0.0100255013,0.0100345612,0.0000000000
127.0000000000,0.0181157589,0.0156214237,0.0020401478,0.0100231171,0.0100226402,0.0100350380,0.0100283623,0.0100250244
255.0000000000,0.0301020145,0.0221257210,0.0222151279,0.0220768452,0.0200543404,0.0200605392,0.0200781822,0.0200631618
511.0000000000,0.0904552937,0.0781106949,0.0703017712,0.0703499317,0.0702788830,0.0702452660,0.0804953575,0.0703160763
1023.0000000000,0.4928836823,0.3960049152,0.4933731556,0.6117467880,0.6137769222,0.3797473907,0.3796827793,0.4323933125
2047.0000000000,2.6482288837,2.4860291481,2.5783751011,2.4639594555,2.4480638504,2.7480509281,2.5881752968,2.6062271595
4095.0000000000,15.1102814674,14.7770242691,14.6699717045,14.7550008297,14.9245722294,14.8236255646,14.7271463871,14.7679669857
8191.0000000000,112.3826706409,115.5550408363,116.5770013332,116.5151462555,118.4290289879,118.3170704842,116.7876799107,117.3404703140
16383.0000000000,813.7842495441,840.9941337109,837.6177873611,851.7401771545,861.9496479034,862.3111159801,856.9028198719,845.9404456615
